Computer_Computer
~~BEGIN~~
1,O,5,3
2,X,6,5
3,O,7,6
4,X,5,2
5,O,3,5
6,X,2,6
7,O,5,1
8,X,7,5
9,O,1,7
10,X,4,3
11,O,8,5
12,X,6,1
13,O,7,1
14,X,8,7
15,O,3,4
16,X,2,5
17,O,1,5
18,X,3,2
19,O,2,1
20,X,6,2
21,O,6,3
22,X,4,6
23,O,4,7
24,X,7,4
25,O,8,3
26,X,7,3
27,O,8,4
28,X,4,1
29,O,3,1
30,X,1,6
31,O,7,7
32,X,4,8
33,O,3,3
34,X,2,3
35,O,1,3
36,X,1,8
37,O,5,6
38,X,5,7
39,O,5,8
40,X,6,8
41,O,3,8
42,X,4,2
43,O,7,8
44,X,7,2
45,O,6,4
46,X,8,6
47,O,8,8
48,X,2,4
49,O,3,6
50,X,6,6
51,O,6,7
52,X,1,4
53,O,8,1
54,X,1,2
55,O,2,7
56,X,2,2
57,O,1,1
58,X,8,2
60,X,3,7
61,O,2,8
~~END~~
WHITE,39
BLACK,25
Computer_Computer
~~BEGIN~~
1,O,5,3
2,X,6,5
3,O,7,6
4,X,5,2
5,O,3,5
6,X,2,6
7,O,5,1
8,X,7,5
9,O,1,7
10,X,4,3
11,O,8,5
12,X,6,1
13,O,7,1
14,X,8,7
15,O,3,4
16,X,2,5
17,O,1,5
18,X,3,2
19,O,2,1
20,X,6,2
21,O,6,3
22,X,4,6
23,O,4,7
24,X,7,4
25,O,8,3
26,X,7,3
27,O,8,4
28,X,4,1
29,O,3,1
30,X,1,6
31,O,7,7
32,X,4,8
33,O,3,3
34,X,2,3
35,O,1,3
36,X,1,8
37,O,5,6
38,X,5,7
39,O,5,8
40,X,6,8
41,O,3,8
42,X,4,2
43,O,7,8
44,X,7,2
45,O,6,4
46,X,8,6
47,O,8,8
48,X,2,4
49,O,3,6
50,X,6,6
51,O,6,7
52,X,1,4
53,O,8,1
54,X,1,2
55,O,2,7
56,X,2,2
57,O,1,1
58,X,8,2
60,X,3,7
61,O,2,8
~~END~~
WHITE,39
BLACK,25
Computer_Computer
~~BEGIN~~
1,O,5,3
2,X,6,5
3,O,7,6
4,X,5,2
5,O,3,5
6,X,2,6
7,O,5,1
8,X,7,5
9,O,1,7
10,X,4,3
11,O,8,5
12,X,6,1
13,O,7,1
14,X,8,7
15,O,3,4
16,X,2,5
17,O,1,5
18,X,3,2
19,O,2,1
20,X,6,2
21,O,6,3
22,X,4,6
23,O,4,7
24,X,7,4
25,O,8,3
26,X,7,3
27,O,8,4
28,X,4,1
29,O,3,1
30,X,1,6
31,O,7,7
32,X,4,8
33,O,3,3
34,X,2,3
35,O,1,3
36,X,1,8
37,O,5,6
38,X,5,7
39,O,5,8
40,X,6,8
41,O,3,8
42,X,4,2
43,O,7,8
44,X,7,2
45,O,6,4
46,X,8,6
47,O,8,8
48,X,2,4
49,O,3,6
50,X,6,6
51,O,6,7
52,X,1,4
53,O,8,1
54,X,1,2
55,O,2,7
56,X,2,2
57,O,1,1
58,X,8,2
60,X,3,7
61,O,2,8
~~END~~
WHITE,39
BLACK,25
Computer_Computer
~~BEGIN~~
1,O,5,3
2,X,6,5
3,O,7,6
4,X,5,2
5,O,3,5
6,X,2,6
7,O,5,1
8,X,7,5
9,O,1,7
10,X,4,3
11,O,8,5
12,X,6,1
13,O,7,1
14,X,8,7
15,O,3,4
16,X,2,5
17,O,1,5
18,X,3,2
19,O,2,1
20,X,6,2
21,O,6,3
22,X,4,6
23,O,4,7
24,X,7,4
25,O,8,3
26,X,7,3
27,O,8,4
28,X,4,1
29,O,3,1
30,X,1,6
31,O,7,7
32,X,4,8
33,O,3,3
34,X,2,3
35,O,1,3
36,X,1,8
37,O,5,6
38,X,5,7
39,O,5,8
40,X,6,8
41,O,3,8
42,X,4,2
43,O,7,8
44,X,7,2
45,O,6,4
46,X,8,6
47,O,8,8
48,X,2,4
49,O,3,6
50,X,6,6
51,O,6,7
52,X,1,4
53,O,8,1
54,X,1,2
55,O,2,7
56,X,2,2
57,O,1,1
58,X,8,2
60,X,3,7
61,O,2,8
~~END~~
WHITE,39
BLACK,25
Computer_Computer
~~BEGIN~~
1,O,5,3
2,X,6,5
3,O,7,6
4,X,5,2
5,O,3,5
6,X,2,6
7,O,5,1
8,X,7,5
9,O,1,7
10,X,4,3
11,O,8,5
12,X,6,1
13,O,7,1
14,X,8,7
15,O,3,4
16,X,2,5
17,O,1,5
18,X,3,2
19,O,2,1
20,X,6,2
21,O,6,3
22,X,4,6
23,O,4,7
24,X,7,4
25,O,8,3
26,X,7,3
27,O,8,4
28,X,4,1
29,O,3,1
30,X,1,6
31,O,7,7
32,X,4,8
33,O,3,3
34,X,2,3
35,O,1,3
36,X,1,8
37,O,5,6
38,X,5,7
39,O,5,8
40,X,6,8
41,O,3,8
42,X,4,2
43,O,7,8
44,X,7,2
45,O,6,4
46,X,8,6
47,O,8,8
48,X,2,4
49,O,3,6
50,X,6,6
51,O,6,7
52,X,1,4
53,O,8,1
54,X,1,2
55,O,2,7
56,X,2,2
57,O,1,1
58,X,8,2
60,X,3,7
61,O,2,8
~~END~~
WHITE,39
BLACK,25

